序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
138,301585,蓝宇股份,54.2,8.01,4.02,71165.0,375692322.39,10.88,54.97,49.51,50.1,50.18,1.09,37.52,39.61,4.66,4336000000.0,1027943921.0,0.04,0.06,126.3,16.21
139,833943,优机股份,18.61,8.01,1.38,54094.0,100270218.59,13.81,19.68,17.3,17.64,17.23,2.87,13.13,30.61,3.25,1889312845.0,766771230.0,0.05,-0.8,-4.02,13.48
140,834415,恒拓开源,21.37,7.98,1.58,235406.0,519958984.81,22.54,24.26,19.8,20.27,19.79,2.27,22.2,221.46,5.76,3002730477.0,2266109719.0,0.0,-0.19,-11.33,40.87
141,300681,英搏尔,39.9,7.93,2.93,305587.0,1236642420.44,16.66,44.36,38.2,38.96,36.97,1.73,17.33,149.71,5.25,10207583803.0,7037531676.0,1.19,0.88,72.5,60.43
142,603703,盛洋科技,13.93,7.9,1.02,624767.0,870427062.0,8.68,14.2,13.08,13.08,12.91,3.72,15.06,645.07,6.76,5780700932.0,5780700932.0,0.0,0.07,1.9,26.52
143,300223,北京君正,85.96,7.9,6.29,576457.0,4868345975.94,12.97,89.03,78.7,79.25,79.67,1.93,13.74,101.99,3.48,41395749550.0,36068007890.0,-0.02,0.09,19.27,26.04
144,688766,普冉股份,124.0,7.78,8.95,106349.0,1290213886.0,8.0,125.7,116.5,116.5,115.05,1.85,10.07,43.7,6.07,13095607140.0,13095607140.0,0.23,0.4,47.79,22.46
145,301255,通力科技,41.99,7.78,3.03,94924.0,387532331.01,15.91,43.5,37.3,38.9,38.96,1.59,34.9,78.52,4.43,4568512000.0,1142128000.0,0.05,0.0,9.86,27.63
146,301210,金杨股份,58.48,7.68,4.17,81080.0,466589083.02,15.45,61.61,53.22,57.9,54.31,1.81,25.93,98.81,2.65,4822047699.0,1828611471.0,0.24,0.58,65.71,90.3
147,300735,光弘科技,35.6,7.65,2.53,801018.0,2745846954.61,9.98,35.62,32.32,32.74,33.07,2.42,10.58,137.74,5.68,27321600528.0,26959186726.0,0.11,0.25,2.01,27.19
148,003019,宸展光电,32.1,7.54,2.25,212452.0,677011481.49,6.47,32.81,30.88,30.9,29.85,1.36,12.61,25.78,3.78,5606678994.0,5407347624.0,-0.16,-0.16,22.15,25.49
149,688295,中复神鹰,21.98,7.53,1.54,99443.0,214813700.0,10.96,22.5,20.26,20.3,20.44,2.68,6.87,-1779.21,4.17,19782000000.0,3179419265.0,0.18,0.41,4.52,10.29
150,002133,广宇集团,3.02,7.47,0.21,1000950.0,300495309.13,10.68,3.09,2.79,2.79,2.81,2.41,13.0,-11.53,0.62,2337915409.0,2325008007.0,-0.66,-0.98,10.22,18.43
151,002545,东方铁塔,7.68,7.41,0.53,512640.0,389251323.83,5.59,7.85,7.45,7.45,7.15,3.6,4.54,15.37,1.09,9554396797.0,8679657277.0,0.13,0.0,3.5,9.25
152,002745,木林森,8.8,7.32,0.6,645601.0,556972411.72,8.66,8.92,8.21,8.28,8.2,2.93,6.06,26.99,1.01,13060664311.0,9369149055.0,0.57,0.46,1.62,0.92
153,002987,京北方,24.1,7.3,1.64,855718.0,2015227458.27,13.85,24.71,21.6,22.5,22.46,1.34,14.21,49.63,5.51,14926716093.0,14510307569.0,0.0,-2.43,59.5,69.36
154,300387,富邦科技,10.39,7.22,0.7,675969.0,741472130.75,13.83,11.63,10.29,10.63,9.69,3.24,23.39,24.5,2.15,3003302417.0,3002259542.0,0.0,-0.86,21.24,29.88
155,300983,尤安设计,18.75,7.2,1.26,30632.0,55906339.43,9.43,18.99,17.34,17.5,17.49,3.41,2.59,-55.52,1.07,3240000000.0,2217796200.0,-0.48,-0.79,-1.78,10.88
156,688226,威腾电气,37.71,7.19,2.53,50143.0,175726423.0,11.71,37.78,33.66,36.0,35.18,1.62,3.18,74.5,3.15,7076187979.0,5944887979.0,0.29,0.08,100.59,50.06
157,300042,朗科科技,26.41,7.14,1.76,381980.0,992110587.02,13.75,27.68,24.29,24.63,24.65,1.89,19.06,-58.2,4.99,5292564000.0,5292564000.0,-0.19,0.08,20.43,14.33
158,002312,川发龙蟒,13.81,7.14,0.92,1920531.0,2631027969.0,7.06,14.05,13.14,13.14,12.89,2.5,10.95,46.06,2.78,26091766328.0,24212223892.0,-0.07,0.0,-22.85,-4.56
159,605222,起帆电缆,16.28,7.11,1.08,128293.0,204349182.0,9.21,16.5,15.1,15.15,15.2,6.52,3.11,23.98,1.48,6722025350.0,6722025350.0,0.25,0.43,-0.97,5.71
160,300374,中铁装配,19.1,7.06,1.26,314617.0,591709704.86,9.42,19.58,17.9,17.93,17.84,2.21,15.47,-52.66,5.59,4696925637.0,3885405906.0,-0.1,0.05,-16.45,8.09
161,300901,中胤时尚,11.32,6.99,0.74,166675.0,184474892.24,13.04,11.72,10.34,10.5,10.58,2.54,6.94,-82.54,2.74,2716800000.0,2716800000.0,0.0,-0.26,-12.18,-4.55
162,601777,千里科技,9.68,6.96,0.63,1543174.0,1470001527.0,9.39,9.9,9.05,9.06,9.05,1.04,3.41,821.66,4.19,43764248687.0,43764248687.0,0.1,-0.1,31.7,26.54
163,000928,中钢国际,7.29,6.89,0.47,1094772.0,786328329.08,6.16,7.35,6.93,6.93,6.82,1.77,7.63,12.93,1.26,10458559287.0,10458431348.0,0.0,0.28,3.7,14.44
164,688286,敏芯股份,89.0,6.87,5.72,49136.0,416020355.0,12.01,90.88,80.88,83.28,83.28,1.56,8.78,-77.71,4.92,4982882694.0,4982882694.0,0.02,0.02,42.83,47.72
165,835207,众诚科技,28.94,6.75,1.83,148006.0,431550484.84,16.67,31.37,26.85,27.99,27.11,1.44,26.66,-73.99,8.93,2720215300.0,1606878104.0,0.0,0.49,34.04,61.86
166,688612,威迈斯,29.9,6.75,1.89,132959.0,397833736.0,7.5,30.78,28.68,28.68,28.01,2.42,5.24,31.88,3.79,12586618546.0,7592417151.0,0.23,0.2,12.87,27.02
167,301035,润丰股份,54.0,6.72,3.4,21442.0,114962714.27,8.89,55.3,50.8,51.0,50.6,1.63,0.76,33.29,2.31,15161632596.0,15137156016.0,0.78,0.82,6.47,10.84
168,000917,电广传媒,8.1,6.72,0.51,1670181.0,1344515770.15,10.41,8.35,7.56,7.58,7.59,3.49,11.78,141.2,1.11,11482206338.0,11481420840.0,0.0,0.12,1.63,14.57
169,603489,八方股份,27.32,6.72,1.72,144978.0,388617653.0,11.8,28.0,24.98,25.41,25.6,2.16,6.17,93.95,2.44,6420555242.0,6420555242.0,-0.15,-0.26,18.99,14.69
170,603992,松霖科技,20.06,6.7,1.26,71555.0,142139983.0,7.45,20.4,19.0,19.04,18.8,5.07,1.7,19.18,2.7,8595471627.0,8431902387.0,0.0,0.05,2.82,8.61
171,002941,新疆交建,11.95,6.7,0.75,352748.0,416871859.1,9.38,12.3,11.25,11.25,11.2,2.29,5.46,31.9,2.34,7714680426.0,7714680426.0,0.08,0.08,-4.63,6.98
172,300720,海川智能,20.78,6.67,1.3,99224.0,203662691.85,10.22,21.36,19.37,19.48,19.48,2.03,5.73,82.68,7.02,4049549380.0,3601216620.0,0.05,0.53,11.72,18.34
173,002654,万润科技,13.91,6.59,0.86,1261844.0,1711892757.53,9.04,14.05,12.87,13.15,13.05,3.19,14.93,265.0,7.8,11758158387.0,11757323787.0,0.0,0.72,-0.86,14.67
174,688061,灿瑞科技,35.0,6.58,2.16,59169.0,208270450.0,13.31,37.3,32.93,32.93,32.84,3.37,13.67,-130.93,1.62,4021128685.0,1515421950.0,-0.48,-0.51,15.17,21.19
175,300870,欧陆通,166.88,6.55,10.26,72336.0,1167224214.42,21.71,182.88,148.88,149.7,156.62,1.48,7.06,81.93,8.39,17109025557.0,17109025557.0,0.11,-0.67,121.18,56.28
176,833427,华维设计,14.12,6.49,0.86,53248.0,72907103.89,9.5,14.39,13.13,13.2,13.26,1.88,10.52,157.7,4.39,1455701400.0,714756716.0,-0.07,0.07,-7.71,28.36
177,688181,八亿时空,34.14,6.45,2.07,98969.0,333184601.0,6.98,34.52,32.28,32.28,32.07,2.46,7.36,55.87,2.16,4591199980.0,4591199980.0,0.0,0.0,16.52,3.77
178,688090,瑞松科技,50.0,6.38,3.0,57895.0,283795901.0,11.66,50.98,45.5,47.47,47.0,1.59,6.15,829.61,5.27,4709723950.0,4709723950.0,0.0,-0.68,-23.62,40.77
179,002387,维信诺,12.17,6.38,0.73,863911.0,1007686079.75,14.69,12.58,10.9,11.3,11.44,1.61,6.19,-7.09,2.75,16999172990.0,16974803149.0,0.0,0.0,-3.41,18.39
180,603721,中广天择,33.53,6.38,2.01,336051.0,1145585633.0,7.17,34.67,32.41,33.0,31.52,3.07,25.85,-3407.04,8.48,4358900000.0,4358900000.0,0.0,0.03,18.86,28.62
181,605088,冠盛股份,37.4,6.37,2.24,136661.0,498424617.0,7.45,37.63,35.01,35.55,35.16,1.27,7.72,23.15,2.99,6810136192.0,6616404192.0,1.08,2.27,63.6,49.12
182,688323,瑞华泰,17.88,6.37,1.07,79528.0,137941086.0,7.02,17.99,16.81,17.2,16.81,1.39,4.42,-49.59,3.89,3218404005.0,3218404005.0,-0.11,1.53,28.17,45.48
183,300436,广生堂,34.85,6.35,2.08,82152.0,278566609.59,8.64,35.01,32.18,32.58,32.77,1.89,6.01,-58.93,12.45,5550454950.0,4764609684.0,0.0,0.11,22.15,6.67
184,301308,江波龙,103.46,6.33,6.16,216145.0,2216608925.9,7.69,104.98,97.5,97.51,97.3,1.57,18.66,57.96,6.52,43037452611.0,11986480797.0,0.05,0.02,18.21,20.3
185,603326,我乐家居,7.06,6.33,0.42,135539.0,93830920.0,9.34,7.23,6.61,6.67,6.64,3.29,4.25,21.22,2.05,2279241081.0,2253389126.0,-0.14,-0.28,8.45,15.36
186,601155,新城控股,13.29,6.32,0.79,318763.0,415146948.0,7.36,13.37,12.45,12.45,12.5,1.93,1.41,15.46,0.49,29977227756.0,29977227756.0,0.08,-0.15,0.08,11.12
187,301236,软通动力,74.01,6.29,4.38,1110926.0,8136168324.63,12.77,77.77,68.88,70.31,69.63,1.8,16.33,696.5,6.74,70527176510.0,50350141940.0,-0.51,-0.26,21.15,26.06
188,300815,玉禾田,16.9,6.29,1.0,178984.0,301858834.45,8.36,17.34,16.01,16.17,15.9,4.0,4.59,10.19,1.67,6736204800.0,6583802425.0,-0.12,-0.12,4.64,8.4
189,301550,斯菱股份,135.18,6.27,7.98,51102.0,680275036.78,10.74,139.0,125.34,125.34,127.2,0.99,9.3,81.5,8.76,14869800000.0,7425667206.0,-0.03,0.54,118.28,85.71
190,600218,全柴动力,8.81,6.27,0.52,277670.0,237319995.0,6.76,8.85,8.29,8.39,8.29,2.62,6.37,46.24,1.2,3837635286.0,3837635286.0,-0.23,1.03,6.53,11.52
191,301155,海力风电,57.79,6.27,3.41,69387.0,401631476.57,9.67,59.28,54.02,54.29,54.38,2.41,5.91,108.55,2.3,12563053514.0,6784819289.0,0.07,-0.12,-5.32,8.4
192,605298,必得科技,14.3,6.24,0.84,61009.0,86248150.0,10.18,14.6,13.23,13.5,13.46,1.2,3.3,161.02,2.71,2686255000.0,2640523600.0,0.0,0.07,-2.05,5.54
193,002853,皮阿诺,12.61,6.23,0.74,74794.0,92646162.0,8.42,12.72,11.72,11.84,11.87,1.6,5.65,214.45,1.78,2352304052.0,1668701665.0,-0.24,0.16,23.14,14.95
194,300005,探路者,7.5,6.23,0.44,625175.0,461169632.76,6.23,7.59,7.15,7.19,7.06,3.29,7.08,48.86,3.17,6627766395.0,6624913958.0,0.0,0.0,-6.25,6.99
195,002837,英维克,50.71,6.2,2.96,516959.0,2617064126.49,9.11,52.53,48.18,48.49,47.75,1.52,7.99,80.2,13.52,37719248813.0,32790201721.0,0.06,0.2,40.43,25.52
196,836239,长虹能源,45.39,6.18,2.64,102456.0,452583527.06,13.33,46.7,41.0,41.08,42.75,1.23,20.61,31.0,6.89,5903105806.0,2256544968.0,0.02,0.15,13.33,58.87
197,600176,中国巨石,11.59,6.14,0.67,788086.0,896729409.0,5.95,11.63,10.98,11.03,10.92,2.6,1.97,22.7,1.6,46396354678.0,46396354678.0,0.09,0.09,7.22,1.76
198,688084,晶品特装,67.5,6.13,3.9,32177.0,216692098.0,15.02,72.96,63.41,65.0,63.6,1.62,8.73,-138.78,3.2,5106986955.0,2487324375.0,0.0,-0.01,13.26,19.89
199,002747,埃斯顿,24.98,6.12,1.44,1041107.0,2532641395.49,9.18,25.32,23.16,23.64,23.54,1.1,13.26,-244.24,8.38,21720895696.0,19607862476.0,-0.04,0.6,40.02,35.03
200,603055,台华新材,10.98,6.09,0.63,341497.0,382134694.0,7.92,11.39,10.57,10.57,10.35,5.87,3.86,11.85,2.02,9775412452.0,9722269252.0,0.09,0.46,-7.34,-0.9
201,603822,嘉澳环保,47.0,6.02,2.67,23191.0,106449990.0,6.74,47.3,44.31,44.31,44.33,1.29,3.02,-20.14,4.0,3610816642.0,3610816642.0,0.04,0.36,13.12,-3.61
202,688631,莱斯信息,122.03,6.0,6.91,60254.0,736638470.0,12.6,128.5,114.0,115.3,115.12,1.87,9.84,960.47,11.0,19948244100.0,7472531456.0,-0.03,0.38,24.52,40.12
203,300011,鼎汉技术,8.31,5.99,0.47,611282.0,512653606.28,9.82,8.86,8.09,8.18,7.84,4.98,12.19,221.51,3.49,4642384716.0,4168535569.0,0.0,0.12,4.27,14.15
204,600315,上海家化,17.19,5.98,0.97,178133.0,301642942.0,8.51,17.5,16.12,16.12,16.22,3.88,2.65,53.27,1.49,11555564596.0,11555564596.0,-0.06,0.0,0.12,1.66
205,920106,林泰新材,63.6,5.91,3.55,13650.0,84324917.83,6.79,63.6,59.52,60.0,60.05,1.63,11.28,41.23,6.24,2536209000.0,769925382.0,0.16,0.39,220.89,6.0
206,002086,东方海洋,2.69,5.91,0.15,1466690.0,392039260.03,9.06,2.75,2.52,2.53,2.54,1.99,9.67,-56.78,3.4,5269566085.0,4080787273.0,0.0,0.37,-14.6,-6.92
207,000887,中鼎股份,20.92,5.87,1.16,1707496.0,3575561907.14,7.79,21.74,20.2,20.52,19.76,1.72,12.99,19.64,2.15,27540965507.0,27496633119.0,-0.24,-0.14,58.97,59.45
208,600710,苏美达,10.5,5.85,0.58,1044402.0,1093486841.0,10.38,10.88,9.85,9.92,9.92,5.57,7.99,12.13,1.84,13720869057.0,13720869057.0,0.0,-0.1,15.26,12.9
209,000868,安凯客车,6.55,5.82,0.36,861505.0,556773430.29,8.89,6.67,6.12,6.23,6.19,1.72,11.75,-861.24,7.28,6153821514.0,4803301138.0,0.15,0.15,11.97,28.43
210,300106,西部牧业,9.48,5.8,0.52,310666.0,299131512.92,11.61,10.22,9.18,9.26,8.96,2.91,14.7,-36.13,4.01,2003430299.0,2003430299.0,-0.11,0.42,-3.17,7.97
211,920082,方正阀门,14.96,5.8,0.82,66431.0,95537833.83,7.21,14.97,13.95,14.15,14.14,1.36,21.0,24.07,4.36,2174510800.0,473259600.0,0.0,1.49,326.21,0.4
212,300952,恒辉安防,32.32,5.79,1.77,147791.0,481040015.43,12.96,34.88,30.92,31.77,30.55,1.09,26.94,37.46,3.98,4698696273.0,1772837745.0,-0.12,-0.15,42.38,55.16
213,300339,润和软件,61.77,5.77,3.37,1291315.0,7761798664.63,8.1,62.13,57.4,58.15,58.4,1.9,16.6,333.35,14.32,49194297649.0,48037705421.0,0.02,0.0,-4.84,23.47
214,000739,普洛药业,16.54,5.75,0.9,323490.0,527859012.9,6.2,16.65,15.68,15.69,15.64,3.24,2.77,16.68,2.94,19340611947.0,19333414219.0,0.0,0.0,1.53,1.72
215,300278,华昌达,7.74,5.74,0.42,1840191.0,1385331369.02,12.43,7.91,7.0,7.31,7.32,1.06,12.99,106.37,6.15,11002460372.0,10968084493.0,0.0,0.39,20.94,32.31
216,000915,华特达因,27.77,5.71,1.5,144729.0,399687904.87,7.04,27.96,26.11,26.25,26.27,4.11,6.18,13.36,2.36,6507385338.0,6503934916.0,0.04,0.0,4.24,-1.45
217,000838,财信发展,2.78,5.7,0.15,626823.0,174503275.86,10.65,2.88,2.6,2.62,2.63,2.14,5.95,-380.25,4.53,3059284833.0,2929469077.0,-0.36,-0.36,-3.47,0.36
218,603813,原尚股份,12.79,5.7,0.69,55678.0,70886152.0,9.83,13.31,12.12,12.12,12.1,0.96,6.19,-33.05,2.2,1343141850.0,1150358180.0,0.0,-0.08,2.16,10.35
219,300302,同有科技,17.72,5.66,0.95,583117.0,1024485569.74,10.14,18.28,16.58,16.74,16.77,2.15,15.81,203.17,6.24,8492554501.0,6536711219.0,0.0,0.06,8.78,12.44
220,603291,联合水务,14.79,5.64,0.79,103451.0,151663053.0,9.0,15.17,13.91,13.98,14.0,1.91,7.96,36.16,3.57,6259432733.0,1921858109.0,0.0,0.14,27.5,27.17
221,002470,金正大,2.06,5.64,0.11,2230000.0,463489108.87,7.18,2.13,1.99,2.0,1.95,2.94,6.79,28.18,3.07,6769217149.0,6768643799.0,0.0,-0.48,10.16,5.1
222,301165,锐捷网络,89.61,5.63,4.78,222675.0,1979813193.48,11.39,94.66,85.0,88.15,84.83,1.66,32.66,92.74,11.57,50914772711.0,6109772711.0,-0.22,-0.3,73.9,24.11
223,301361,众智科技,35.06,5.63,1.87,107319.0,369757950.24,9.31,35.79,32.7,33.33,33.19,1.48,36.9,59.33,3.64,4078740160.0,1019685040.0,0.17,0.52,31.95,18.41
224,688521,芯原股份,62.99,5.6,3.34,292473.0,1810252759.0,10.85,65.0,58.53,59.9,59.65,1.88,5.87,-59.71,13.55,31517366615.0,31399982609.0,0.25,-0.21,20.9,20.14
225,300063,天龙集团,10.96,5.59,0.58,1476305.0,1601036054.09,10.89,11.33,10.2,10.4,10.38,1.88,23.61,128.76,5.16,8313457564.0,6852732054.0,0.0,-0.09,6.2,20.18
226,600323,瀚蓝环境,22.7,5.58,1.2,129533.0,291412468.0,5.77,22.84,21.6,21.68,21.5,1.38,1.59,10.02,1.41,18508380214.0,18508380214.0,0.0,-0.04,1.07,-3.9
227,301013,利和兴,14.46,5.55,0.76,391224.0,556681923.0,7.59,14.67,13.63,13.77,13.7,2.29,20.67,165.43,3.97,3379924590.0,2736434085.0,-0.07,0.0,4.71,23.06
228,603665,康隆达,19.25,5.54,1.01,179183.0,349748823.0,6.85,20.06,18.81,18.85,18.24,2.22,11.19,-36.57,2.93,3119680160.0,3083228360.0,-0.57,-0.57,12.11,36.33
229,301516,中远通,18.89,5.53,0.99,166817.0,310025212.35,7.82,19.27,17.87,17.91,17.9,2.18,23.77,-155.39,3.8,5302456152.0,1325614043.0,-0.05,0.05,-3.87,-2.12
230,301270,汉仪股份,45.0,5.51,2.35,172440.0,751298925.6,10.6,45.9,41.38,42.8,42.65,1.65,23.28,666.14,4.49,4500000000.0,3332773125.0,-0.13,0.0,17.8,25.91
231,600970,中材国际,10.0,5.49,0.52,641036.0,637304256.0,6.33,10.14,9.54,9.54,9.48,1.75,2.87,9.62,1.3,26420217680.0,22341484860.0,0.0,-0.2,-6.63,5.49
232,002439,启明星辰,19.62,5.48,1.02,927632.0,1783457881.29,7.53,20.0,18.6,19.2,18.6,1.53,12.81,-85.34,2.08,23904407157.0,14208267805.0,0.0,-0.61,11.73,24.02
233,002847,盐津铺子,52.39,5.48,2.72,53522.0,278935048.2,7.99,53.65,49.68,49.69,49.67,2.56,2.19,21.74,9.2,14293032413.0,12821353043.0,0.0,0.04,-1.96,-16.31
234,600576,祥源文旅,8.49,5.47,0.44,287715.0,240282203.0,9.81,8.68,7.89,8.02,8.05,1.66,4.36,60.94,3.22,8953116256.0,5606711805.0,-0.12,0.0,34.12,23.22
235,834599,同力股份,14.67,5.46,0.76,129674.0,187936689.68,8.77,14.99,13.77,13.96,13.91,2.82,3.81,10.95,2.45,6711891750.0,4996304830.0,0.07,0.07,-8.14,14.97
236,001298,好上好,28.24,5.45,1.46,204643.0,565111060.66,9.75,29.0,26.39,26.78,26.78,1.39,19.26,143.05,3.72,5781136915.0,3000955794.0,0.0,-2.49,3.75,12.73
237,688136,科兴制药,20.52,5.45,1.06,34274.0,69091673.0,8.99,20.83,19.08,19.5,19.46,2.08,1.72,178.86,2.53,4096658970.0,4096658970.0,0.0,-0.24,18.68,-6.13
238,002488,金固股份,11.87,5.42,0.61,349130.0,410709289.17,9.59,12.18,11.1,11.36,11.26,2.26,3.79,273.76,2.81,11815861702.0,10921397068.0,0.08,0.17,10.83,13.7
239,002431,棕榈股份,2.15,5.39,0.11,695497.0,150763469.73,8.82,2.24,2.06,2.06,2.04,2.73,3.84,-4.98,1.47,3897554970.0,3897554970.0,0.47,0.47,-8.51,2.87
240,300328,宜安科技,9.0,5.39,0.46,663480.0,581440053.75,7.61,9.01,8.36,8.49,8.54,2.02,9.67,1900.15,5.69,6213812400.0,6177311775.0,0.11,0.11,11.8,22.28
241,603885,吉祥航空,13.11,5.39,0.67,360570.0,463194832.0,6.43,13.17,12.37,12.44,12.44,2.09,1.64,17.01,3.1,28828959063.0,28828959063.0,0.08,0.0,-8.45,-4.31
242,300082,奥克股份,6.85,5.38,0.35,260559.0,174594528.39,8.46,6.95,6.4,6.47,6.5,2.27,3.84,-26.17,1.66,4658672670.0,4645724547.0,0.0,0.15,-4.6,9.25
243,300652,雷迪克,43.51,5.35,2.21,93488.0,404832764.03,10.58,45.28,40.91,41.11,41.3,1.62,10.15,36.0,3.27,4464479867.0,4006866966.0,-0.14,-0.23,49.01,46.4
244,300383,光环新网,21.88,5.34,1.11,3297295.0,7368566207.11,10.21,23.62,21.5,22.1,20.77,1.84,18.38,81.69,3.1,39331331492.0,39247091698.0,0.74,0.6,90.92,49.97
245,835368,连城数控,35.52,5.34,1.8,134578.0,476673200.93,11.83,37.1,33.11,33.74,33.72,1.72,6.03,16.6,1.99,8339401229.0,7928970755.0,0.0,0.37,-14.41,20.9
246,300406,九强生物,17.76,5.34,0.9,228660.0,401853295.62,6.88,17.96,16.8,16.95,16.86,1.01,5.39,20.99,2.75,10448678480.0,7537634412.0,0.0,-0.11,19.6,32.93
247,688320,禾川科技,56.45,5.32,2.85,187222.0,1043030170.0,12.15,58.89,52.38,53.6,53.6,1.55,17.73,-79.29,6.08,8524721559.0,5960030854.0,-0.21,0.0,53.06,45.12
248,688548,广钢气体,11.3,5.31,0.57,198540.0,221864097.0,7.36,11.45,10.66,10.75,10.73,1.76,3.0,62.0,2.56,14909203287.0,7485343107.0,0.0,0.0,13.91,12.21
249,836892,广咨国际,13.09,5.31,0.66,34637.0,44902597.24,10.14,13.67,12.41,12.5,12.43,3.06,2.59,28.89,5.34,2027181109.0,1748160900.0,-0.23,0.08,-23.41,19.33
250,300953,震裕科技,149.2,5.3,7.51,90051.0,1286907212.51,13.31,152.22,133.36,142.0,141.69,1.0,10.67,77.35,5.28,17782341425.0,12589634308.0,-0.09,-0.13,114.52,114.24
251,603929,亚翔集成,33.5,5.28,1.68,82255.0,274069072.0,7.83,34.2,31.71,31.8,31.82,1.89,3.86,12.21,4.29,7147560000.0,7147560000.0,-0.09,-0.06,20.5,20.81
252,836961,西磁科技,35.58,5.27,1.78,50060.0,174639349.46,6.6,35.58,33.35,34.0,33.8,1.23,13.4,106.69,8.95,2518708200.0,1329603252.0,0.08,0.79,-4.25,28.45
253,603937,丽岛新材,9.4,5.26,0.47,79921.0,73525841.0,7.61,9.54,8.86,8.92,8.93,2.99,3.83,-430.96,1.24,1963479247.0,1963479247.0,0.11,0.32,0.86,3.75
254,600439,瑞贝卡,4.4,5.26,0.22,2213266.0,980568300.0,12.2,4.6,4.09,4.14,4.18,2.12,19.55,375.28,1.82,4980735936.0,4980735936.0,-0.23,-0.23,11.68,30.56
255,603881,数据港,42.49,5.25,2.12,1693611.0,7302942732.0,7.9,44.41,41.22,42.0,40.37,1.61,28.29,181.54,7.96,25436532233.0,25436532233.0,0.0,-0.84,152.32,87.59
256,300337,银邦股份,13.04,5.25,0.65,661772.0,835779299.14,8.56,13.13,12.07,12.38,12.39,2.14,9.3,73.42,6.2,10717836800.0,9276446499.0,0.0,0.0,-11.23,17.27
257,300839,博汇股份,8.03,5.24,0.4,155871.0,124142279.52,8.39,8.22,7.58,7.62,7.63,2.14,6.49,-9.19,3.72,1971212751.0,1928858372.0,-0.25,0.0,6.08,11.37
258,002097,山河智能,8.05,5.23,0.4,737593.0,582934310.16,6.54,8.12,7.62,7.7,7.65,2.94,6.88,186.34,1.89,8650668975.0,8634911100.0,0.12,0.12,7.48,7.33
259,002068,黑猫股份,12.89,5.22,0.64,454519.0,574598966.5,7.27,13.0,12.11,12.24,12.25,1.24,6.19,-129.25,3.2,9478599576.0,9469927829.0,0.08,0.62,52.0,21.15
260,000700,模塑科技,7.26,5.22,0.36,492575.0,352361428.53,7.1,7.35,6.86,6.9,6.9,2.52,5.37,9.27,1.95,6664791724.0,6664791724.0,0.14,0.28,-1.76,6.76
261,603300,海南华铁,10.5,5.21,0.52,5901932.0,6035273786.0,18.24,10.98,9.16,9.89,9.98,1.07,29.92,31.91,3.42,20714483906.0,20714483906.0,-0.47,-1.13,82.29,81.66
262,002768,国恩股份,25.1,5.2,1.24,110227.0,272715564.96,6.04,25.3,23.86,23.86,23.86,2.04,6.24,11.14,1.43,6808375000.0,4436377938.0,0.0,0.32,10.38,8.8
263,688700,东威科技,31.43,5.19,1.55,106693.0,331506335.0,7.9,31.97,29.61,29.61,29.88,1.47,3.58,102.84,5.41,9378754745.0,9378754745.0,-0.06,0.06,-7.01,6.69
264,300580,贝斯特,34.49,5.18,1.7,413861.0,1393730557.62,12.53,35.39,31.28,32.8,32.79,1.08,8.79,57.59,5.72,17263757904.0,16238360202.0,-0.03,-0.03,64.0,50.28
265,300284,苏交科,11.78,5.18,0.58,1012820.0,1193610850.85,9.2,12.25,11.22,11.3,11.2,1.95,8.48,72.85,1.79,14876111178.0,14070593718.0,-0.17,0.0,-3.76,16.06
266,688571,杭华股份,8.37,5.15,0.41,169054.0,140981525.0,9.67,8.58,7.81,7.81,7.96,1.46,4.02,25.29,2.27,3516475545.0,3516475545.0,0.24,0.0,24.74,24.74
267,002628,成都路桥,4.7,5.15,0.23,953512.0,457204126.07,9.84,4.92,4.48,4.51,4.47,4.02,12.63,-128.88,1.2,3558371951.0,3548637249.0,-0.21,0.0,-13.44,3.75
268,688256,寒武纪-U,780.36,5.14,38.15,127580.0,9825925748.0,7.77,795.8,738.16,744.0,742.21,1.41,3.06,-337.24,63.4,325766551771.0,325766551771.0,0.04,-0.59,51.73,18.6
269,002276,万马股份,10.88,5.12,0.53,1491202.0,1620616787.18,8.21,11.37,10.52,10.65,10.35,1.37,14.84,32.48,1.95,11035473416.0,10935306696.0,-0.09,0.46,34.32,28.61
270,301175,中科环保,5.35,5.11,0.26,566416.0,302709498.35,8.84,5.53,5.08,5.09,5.09,3.88,9.18,22.4,2.24,7874558000.0,3301881435.0,0.0,0.19,-6.47,-0.93
271,002244,滨江集团,10.5,5.11,0.51,844036.0,874928844.75,7.91,10.66,9.87,10.04,9.99,1.87,3.15,15.0,1.23,32670160845.0,28164714270.0,-0.1,0.1,14.75,21.95
272,300791,仙乐健康,27.04,5.09,1.31,51281.0,135523109.15,5.44,27.04,25.64,25.64,25.73,2.06,2.64,19.95,2.87,6378002675.0,5255937207.0,0.11,0.19,-0.37,2.7
273,603216,梦天家居,12.0,5.08,0.58,85700.0,101635062.0,6.04,12.07,11.38,11.5,11.42,2.29,15.12,48.98,1.52,2672280000.0,680280000.0,0.0,0.25,12.57,10.5
